,Year,Player,Pos,Age,Tm,G,TS%,3P%,2P%
18045,2006,Milt Palacio,PG,27,UTA,71,0.47,0.063,0.439
18046,2006,Jannero Pargo,PG,26,CHI,57,0.455,0.379,0.37
18047,2006,Smush Parker,PG,24,LAL,82,0.548,0.366,0.506
18048,2006,Tony Parker,PG,23,SAS,80,0.584,0.306,0.556
18049,2006,Ruben Patterson,SF-SG,30,TOT,71,0.547,0.077,0.524
18050,2006,Ruben Patterson,SF,30,POR,45,0.537,0,0.505
18051,2006,Ruben Patterson,SG,30,DEN,26,0.563,0.167,0.552
18052,2006,Chris Paul,PG,20,NOK,78,0.546,0.282,0.464
18053,2006,Sasha Pavlovic,SG,22,CLE,53,0.516,0.365,0.448
18054,2006,Gary Payton*,PG,37,MIA,81,0.52,0.287,0.517
18055,2006,Kendrick Perkins,C,21,BOS,68,0.548,0,0.519
18056,2006,Morris Peterson,SG,28,TOR,82,0.561,0.395,0.465
18057,2006,Johan Petro,C,20,SEA,68,0.53,,0.51
18058,2006,Eric Piatkowski,SG,35,CHI,29,0.467,0.273,0.536
18059,2006,Paul Pierce,SF,28,BOS,79,0.582,0.354,0.503
18060,2006,Mickael Pietrus,SF,23,GSW,52,0.5,0.318,0.467
18061,2006,Zoran Planinic,PG,23,NJN,56,0.45,0.232,0.417
18062,2006,Pavel Podkolzin,C,21,DAL,1,0.323,,0
18063,2006,Scot Pollard,C,30,IND,45,0.495,,0.455
18064,2006,James Posey,SF,29,MIA,67,0.572,0.403,0.4
18065,2006,Vitaly Potapenko,C,30,TOT,33,0.535,,0.521
18066,2006,Vitaly Potapenko,C,30,SEA,24,0.518,,0.5
18067,2006,Vitaly Potapenko,C,30,SAC,9,0.714,,0.714
18068,2006,Josh Powell,PF,23,DAL,37,0.546,,0.457
18069,2006,Ronnie Price,PG,22,SAC,29,0.474,0.222,0.484
18070,2006,Tayshaun Prince,SF,25,DET,82,0.524,0.35,0.479
18071,2006,Laron Profit,SG,28,LAL,25,0.55,0.167,0.561
18072,2006,Joel Przybilla,C,26,POR,56,0.561,,0.548
18073,2006,Vladimir Radmanovic,PF,25,TOT,77,0.545,0.39,0.429
18074,2006,Vladimir Radmanovic,PF,25,SEA,47,0.529,0.367,0.436
18075,2006,Vladimir Radmanovic,PF,25,LAC,30,0.568,0.418,0.416
18076,2006,Shavlik Randolph,PF,22,PHI,57,0.511,,0.454
18077,2006,Zach Randolph,PF,24,POR,74,0.483,0.291,0.443
18078,2006,Theo Ratliff,C,32,POR,55,0.599,,0.571
18079,2006,Zeljko Rebraca,C,33,LAC,29,0.592,,0.542
18080,2006,Michael Redd,SG,26,MIL,80,0.574,0.395,0.471
18081,2006,Justin Reed,SF,24,TOT,72,0.467,0,0.405
18082,2006,Justin Reed,SF,24,BOS,32,0.409,,0.338
18083,2006,Justin Reed,SF,24,MIN,40,0.488,0,0.427
18084,2006,Jason Richardson,SG,25,GSW,75,0.538,0.384,0.477
18085,2006,Quentin Richardson,SF,25,NYK,55,0.452,0.34,0.365
18086,2006,Luke Ridnour,PG,24,SEA,79,0.506,0.289,0.448
18087,2006,Anthony Roberson,PG,22,MEM,16,0.549,0.5,0.429
18088,2006,Lawrence Roberts,C,23,MEM,33,0.471,0,0.476
18089,2006,Bernard Robinson,SF,25,CHA,66,0.498,0.095,0.451
18090,2006,Clifford Robinson,PF,39,NJN,80,0.502,0.343,0.47
18091,2006,Nate Robinson,PG,21,NYK,72,0.512,0.397,0.411
18092,2006,Jalen Rose,SF-SG,33,TOT,72,0.538,0.343,0.45
18093,2006,Jalen Rose,SF,33,TOR,46,0.514,0.27,0.45
18094,2006,Jalen Rose,SG,33,NYK,26,0.582,0.491,0.451
18095,2006,Malik Rose,PF,31,NYK,72,0.466,1,0.371
18096,2006,Quinton Ross,SG,24,LAC,67,0.465,0,0.432
18097,2006,Michael Ruffin,C,29,WAS,76,0.479,0,0.453
18098,2006,Kareem Rush,SG,25,CHA,47,0.471,0.348,0.407
18099,2006,Bryon Russell,SF,35,DEN,1,,,
18100,2006,John Salmons,SG,26,PHI,82,0.508,0.299,0.445
18101,2006,Jamal Sampson,PF,22,SAC,12,0.635,,0.714
18102,2006,Melvin Sanders,SG,25,SAS,16,0.548,0.667,0.467
18103,2006,Brian Scalabrine,PF,27,BOS,71,0.491,0.356,0.406
18104,2006,Alex Scales,SG,27,SAS,1,,,
18105,2006,Luke Schenscher,C,23,CHI,20,0.567,,0.615
18106,2006,Ha Seung-Jin,C,20,POR,27,0.572,,0.581
18107,2006,Wayne Simien,PF,22,MIA,43,0.541,,0.483
18108,2006,Bobby Simmons,SF,25,MIL,75,0.559,0.42,0.468
18109,2006,James Singleton,SF,24,LAC,59,0.587,0.5,0.511
18110,2006,Brian Skinner,PF-C,29,TOT,65,0.517,,0.513
18111,2006,Brian Skinner,PF,29,SAC,38,0.544,,0.551
18112,2006,Brian Skinner,C,29,POR,27,0.496,,0.484
18113,2006,Charles Smith,SG,30,TOT,22,0.53,0.395,0.441
18114,2006,Charles Smith,SG,30,POR,21,0.537,0.405,0.441
18115,2006,Charles Smith,SG,30,DEN,1,0,0,
18116,2006,Donta Smith,SG,22,ATL,23,0.589,0.5,0.565
18117,2006,J.R. Smith,SG,20,NOK,55,0.515,0.371,0.407
18118,2006,Joe Smith,PF,30,MIL,44,0.533,0,0.479
18119,2006,Josh Smith,SF,20,ATL,80,0.5,0.309,0.444
18120,2006,Eric Snow,PG,32,CLE,82,0.444,0.1,0.416
18121,2006,Kirk Snyder,SG,22,NOK,68,0.537,0.357,0.491
18122,2006,Darius Songaila,PF,27,CHI,62,0.524,0.4,0.481
18123,2006,Pape Sow,C,24,TOR,42,0.496,,0.431
18124,2006,Jerry Stackhouse,SG,31,DAL,55,0.511,0.277,0.436
18125,2006,DeShawn Stevenson,SG,24,ORL,82,0.507,0.133,0.466
18126,2006,Peja Stojakovic,SF,28,TOT,71,0.57,0.401,0.461
18127,2006,Peja Stojakovic,SF,28,SAC,31,0.543,0.397,0.408
18128,2006,Peja Stojakovic,SF,28,IND,40,0.588,0.404,0.496
18129,2006,Awvee Storey,SF,28,WAS,25,0.456,0.429,0.382
18130,2006,Damon Stoudamire,PG,32,MEM,27,0.504,0.346,0.426
18131,2006,Salim Stoudamire,SG,23,ATL,61,0.545,0.38,0.442
18132,2006,Amar'e Stoudemire,C,23,PHO,3,0.42,0,0.346
18133,2006,Mike Sweetney,C,23,CHI,66,0.499,,0.45
18134,2006,Robert Swift,C,20,SEA,47,0.536,,0.515
18135,2006,Stromile Swift,C,26,HOU,66,0.533,0,0.493
18136,2006,Wally Szczerbiak,SF,28,TOT,72,0.595,0.4,0.517
18137,2006,Wally Szczerbiak,SF,28,MIN,40,0.601,0.406,0.523
18138,2006,Wally Szczerbiak,SF,28,BOS,32,0.586,0.393,0.506
18139,2006,Chris Taft,C,20,GSW,17,0.578,,0.605
18140,2006,Donell Taylor,SG,23,WAS,51,0.452,0.235,0.412
18141,2006,Maurice Taylor,PF,29,NYK,67,0.496,0,0.469
18142,2006,Sebastian Telfair,PG,20,POR,68,0.491,0.352,0.411
18143,2006,Jason Terry,PG,28,DAL,80,0.575,0.411,0.505
18144,2006,Billy Thomas,SG,30,WAS,17,0.465,0.333,0.3
18145,2006,Etan Thomas,C,27,WAS,71,0.56,,0.533
18146,2006,James Thomas,PF,25,TOT,22,0.556,,0.526
18147,2006,James Thomas,PF,25,PHI,15,0.574,,0.538
18148,2006,James Thomas,PF,25,CHI,7,0.5,,0.5
18149,2006,John Thomas,C,30,TOT,16,0.447,,0.4
18150,2006,John Thomas,C,30,MEM,3,1,,1
18151,2006,John Thomas,C,30,ATL,11,0.514,,0.429
18152,2006,John Thomas,C,30,NJN,2,0.167,,0.167
18153,2006,Kenny Thomas,PF,28,SAC,82,0.539,0,0.506
18154,2006,Kurt Thomas,C,33,PHO,53,0.527,,0.486
18155,2006,Tim Thomas,PF-SF,28,TOT,29,0.535,0.414,0.444
18156,2006,Tim Thomas,SF,28,CHI,3,0.406,0.167,0.5
18157,2006,Tim Thomas,PF,28,PHO,26,0.543,0.429,0.44
18158,2006,Dijon Thompson,SG,22,PHO,10,0.541,0.364,0.5
18159,2006,Jamaal Tinsley,PG,27,IND,42,0.458,0.229,0.449
18160,2006,Jake Tsakalidis,C,26,MEM,51,0.632,,0.606
18161,2006,Nikoloz Tskitishvili,SF-PF,22,TOT,17,0.417,0.333,0.353
18162,2006,Nikoloz Tskitishvili,PF,22,MIN,5,0.307,,0.25
18163,2006,Nikoloz Tskitishvili,SF,22,PHO,12,0.431,0.333,0.367
18164,2006,Ronny Turiaf,C,23,LAL,23,0.537,,0.5
18165,2006,Hedo Turkoglu,SF,26,ORL,78,0.578,0.403,0.478
18166,2006,Ime Udoka,SF,28,NYK,8,0.413,0.333,0.381
18167,2006,Beno Udrih,PG,23,SAS,54,0.539,0.343,0.503
18168,2006,Nick Van,PG,34,SAS,65,0.492,0.357,0.429
18169,2006,Keith Van,SF,30,DAL,53,0.54,0.368,0.454
18170,2006,Anderson Varejao,C,23,CLE,48,0.541,0,0.53
18171,2006,Jacque Vaughn,SG,30,NJN,80,0.488,0.167,0.444
18172,2006,Charlie Villanueva,PF,21,TOR,81,0.521,0.327,0.503
18173,2006,Jake Voskuhl,C,28,CHA,51,0.47,0.333,0.438
18174,2006,Jackson Vroman,PF,24,NOK,41,0.428,,0.394
18175,2006,Sasha Vujacic,PG,21,LAL,82,0.479,0.343,0.35
18176,2006,Dwyane Wade,SG,24,MIA,75,0.577,0.171,0.513
18177,2006,Von Wafer,SG,20,LAL,16,0.241,0.118,0.19
18178,2006,Antoine Walker,PF,29,MIA,82,0.524,0.358,0.493
18179,2006,Samaki Walker,PF,29,IND,7,0.347,,0
18180,2006,Ben Wallace,C,31,DET,82,0.501,0,0.514
18181,2006,Gerald Wallace,SF,23,CHA,55,0.578,0.28,0.562
18182,2006,Rasheed Wallace,PF,31,DET,80,0.527,0.357,0.48
18183,2006,Matt Walsh,SG,23,MIA,2,0.532,,1
18184,2006,Luke Walton,SF,25,LAL,69,0.477,0.327,0.429
18185,2006,Hakim Warrick,PF,23,MEM,68,0.499,,0.443
18186,2006,Earl Watson,PG,26,TOT,70,0.558,0.404,0.46
18187,2006,Earl Watson,PG,26,DEN,46,0.563,0.395,0.482
18188,2006,Earl Watson,PG,26,SEA,24,0.552,0.42,0.441
18189,2006,Chris Webber,PF,32,PHI,75,0.482,0.273,0.443
18190,2006,Martell Webster,SF,19,POR,61,0.533,0.357,0.446
18191,2006,Bonzi Wells,SG,29,SAC,52,0.507,0.222,0.482
18192,2006,Jiri Welsch,SF,26,MIL,58,0.482,0.286,0.416
18193,2006,David Wesley,SG,35,HOU,71,0.546,0.365,0.438
18194,2006,David West,PF,25,NOK,74,0.554,0.273,0.514
18195,2006,Delonte West,PG,22,BOS,71,0.574,0.385,0.534
18196,2006,Robert Whaley,C,23,UTA,23,0.411,,0.404
18197,2006,Chris Wilcox,C-PF,23,TOT,77,0.605,0,0.574
18198,2006,Chris Wilcox,C,23,LAC,48,0.562,0,0.542
18199,2006,Chris Wilcox,PF,23,SEA,29,0.631,,0.592
18200,2006,Damien Wilkins,SF,26,SEA,82,0.529,0.25,0.472
18201,2006,Mike Wilks,PG,26,TOT,47,0.398,0.158,0.366
18202,2006,Mike Wilks,PG,26,CLE,37,0.327,0.143,0.333
18203,2006,Mike Wilks,PG,26,SEA,10,0.503,0.2,0.423
18204,2006,Aaron Williams,C,34,TOT,48,0.551,,0.517
18205,2006,Aaron Williams,C,34,TOR,14,0.578,,0.526
18206,2006,Aaron Williams,C,34,NOK,34,0.548,,0.516
18207,2006,Alvin Williams,PG,31,TOR,1,0.129,0,0
18208,2006,Deron Williams,PG,21,UTA,80,0.5,0.416,0.423
18209,2006,Eric Williams,SF,33,TOR,28,0.496,0.278,0.421
18210,2006,Jason Williams,PG,30,MIA,59,0.561,0.372,0.506
18211,2006,Lou Williams,PG,19,PHI,30,0.485,0.222,0.488
18212,2006,Marvin Williams,PF,19,ATL,79,0.523,0.245,0.464
18213,2006,Mo Williams,PG,23,MIL,58,0.518,0.382,0.443
18214,2006,Corliss Williamson,SF,32,SAC,37,0.506,1,0.406
18215,2006,Loren Woods,C,27,TOR,27,0.476,0,0.483
18216,2006,Qyntel Woods,SF,24,NYK,49,0.572,0.367,0.552
18217,2006,Metta World,SF,26,TOT,56,0.491,0.308,0.443
18218,2006,Metta World,SF,26,IND,16,0.534,0.333,0.497
18219,2006,Metta World,SF,26,SAC,40,0.474,0.302,0.42
18220,2006,Antoine Wright,SG,21,NJN,39,0.386,0.067,0.424
18221,2006,Bracey Wright,SG,21,MIN,7,0.534,0.353,0.441
18222,2006,Dorell Wright,SF,20,MIA,20,0.574,0.5,0.459
18223,2006,Lorenzen Wright,C,30,MEM,78,0.496,0,0.48
18224,2006,Derrick Zimmerman,PG,24,NJN,2,0.667,,0.667
18225,,,,,,,,,
18226,2007,Shareef Abdur-Rahim,C,30,SAC,80,0.524,0.15,0.484
18227,2007,Hassan Adams,SG,22,NJN,61,0.577,0,0.56
18228,2007,Maurice Ager,SG,22,DAL,32,0.408,0.333,0.309
18229,2007,LaMarcus Aldridge,C,21,POR,63,0.533,0,0.505
18230,2007,Malik Allen,PF,28,CHI,60,0.443,0,0.416
18231,2007,Ray Allen,SG,31,SEA,55,0.564,0.372,0.479
18232,2007,Tony Allen,SG,25,BOS,33,0.596,0.242,0.553
18233,2007,Rafer Alston,PG,30,HOU,82,0.496,0.363,0.389
18234,2007,Lou Amundson,PF,24,TOT,11,0.412,,0.4
18235,2007,Lou Amundson,PF,24,UTA,1,,,
18236,2007,Lou Amundson,PF,24,PHI,10,0.412,,0.4
18237,2007,Alan Anderson,SG,24,CHA,17,0.538,0.25,0.525
18238,2007,Derek Anderson,SF,32,CHA,50,0.586,0.355,0.507
18239,2007,Carmelo Anthony,SF,22,DEN,65,0.552,0.268,0.499
18240,2007,Rafael Araujo,C,26,UTA,28,0.463,,0.415
18241,2007,Gilbert Arenas,PG,25,WAS,74,0.565,0.351,0.459
18242,2007,Trevor Ariza,SG,21,ORL,57,0.567,0,0.549
18243,2007,Darrell Armstrong,PG,38,IND,81,0.547,0.336,0.515
18244,2007,Hilton Armstrong,C,22,NOK,56,0.57,,0.544
18245,2007,Carlos Arroyo,PG,27,ORL,72,0.501,0.275,0.443
18246,2007,Chucky Atkins,PG,32,MEM,75,0.58,0.379,0.474
18247,2007,James Augustine,PF,22,ORL,2,0.333,,0.333
18248,2007,Kelenna Azubuike,SG,23,GSW,41,0.572,0.43,0.454
18249,2007,Renaldo Balkman,SF,22,NYK,68,0.531,0.185,0.54
18250,2007,Marcus Banks,PG,25,PHO,45,0.497,0.172,0.473
18251,2007,Leandro Barbosa,SG,24,PHO,80,0.595,0.434,0.504
18252,2007,J.J. Barea,PG,22,DAL,33,0.44,0.286,0.386
18253,2007,Andrea Bargnani,PF,21,TOR,65,0.546,0.373,0.468
18254,2007,Matt Barnes,PF,26,GSW,76,0.547,0.366,0.5
18255,2007,Andre Barrett,PG,24,CHI,6,0.5,,0.5
18256,2007,Earl Barron,C,25,MIA,28,0.357,0,0.293
18257,2007,Brent Barry,SG,35,SAS,75,0.666,0.446,0.536
18258,2007,Brandon Bass,PF,21,NOK,21,0.411,0,0.349
18259,2007,Maceo Baston,PF,31,IND,47,0.714,0.429,0.667
18260,2007,Esteban Batista,PF,23,ATL,13,0.524,,0.5
18261,2007,Tony Battie,PF,30,ORL,66,0.513,0,0.49
18262,2007,Shane Battier,SF,28,HOU,82,0.589,0.421,0.48
18263,2007,Charlie Bell,SG,27,MIL,82,0.53,0.352,0.488
18264,2007,Raja Bell,SG,30,PHO,78,0.562,0.413,0.452
18265,2007,Mike Bibby,PG,28,SAC,82,0.532,0.36,0.435
18266,2007,Andris Biedrins,C,20,GSW,82,0.598,,0.599
18267,2007,Chauncey Billups,PG,30,DET,70,0.591,0.345,0.479
18268,2007,Steve Blake,PG,26,TOT,82,0.491,0.322,0.472
18269,2007,Steve Blake,PG,26,MIL,33,0.435,0.279,0.426
18270,2007,Steve Blake,PG,26,DEN,49,0.511,0.343,0.483
18271,2007,Will Blalock,PG,23,DET,14,0.383,0.2,0.32
18272,2007,Andray Blatche,PF,20,WAS,56,0.471,0.148,0.482
18273,2007,Mark Blount,C,31,MIN,82,0.546,0.29,0.517
18274,2007,Keith Bogans,SG,26,ORL,59,0.546,0.387,0.426
18275,2007,Andrew Bogut,C,22,MIL,66,0.566,0.2,0.556
18276,2007,Matt Bonner,PF,26,SAS,56,0.542,0.383,0.49
18277,2007,Josh Boone,PF,22,NJN,61,0.587,,0.579
18278,2007,Calvin Booth,C,30,WAS,44,0.49,0.5,0.469
18279,2007,Carlos Boozer,PF,25,UTA,74,0.588,,0.561
18280,2007,Chris Bosh,C,22,TOR,69,0.577,0.343,0.501
18281,2007,Bruce Bowen,SF,35,SAS,82,0.511,0.384,0.426
18282,2007,Earl Boykins,PG,30,TOT,66,0.548,0.397,0.43
18283,2007,Earl Boykins,PG,30,DEN,31,0.542,0.373,0.429
18284,2007,Earl Boykins,PG,30,MIL,35,0.554,0.419,0.431
18285,2007,Cedric Bozeman,SG,23,ATL,23,0.312,0.154,0.346
18286,2007,Elton Brand,PF,27,LAC,80,0.581,1,0.532
18287,2007,Ronnie Brewer,SG,21,UTA,56,0.566,0,0.554
18288,2007,Primoz Brezec,C,27,CHA,58,0.474,0.333,0.446
18289,2007,Andre Brown,PF,25,SEA,38,0.577,0,0.575
18290,2007,Dee Brown,PG,22,UTA,49,0.411,0.214,0.371
18291,2007,Devin Brown,SG,28,NOK,58,0.538,0.357,0.463
18292,2007,Kwame Brown,C,24,LAL,41,0.573,0,0.593
18293,2007,P.J. Brown,PF,37,CHI,72,0.462,0,0.409
18294,2007,Shannon Brown,SG,21,CLE,23,0.455,0.28,0.429
18295,2007,Kobe Bryant,SG,28,LAL,77,0.58,0.344,0.497
18296,2007,Greg Buckner,SG,30,DAL,76,0.486,0.311,0.464
18297,2007,Pat Burke,C,33,PHO,23,0.424,0.273,0.395
18298,2007,Caron Butler,SF,26,WAS,63,0.537,0.25,0.48
18299,2007,Jackie Butler,C,21,SAS,11,0.52,,0.457
18300,2007,Rasual Butler,SF,27,NOK,81,0.495,0.369,0.424
18301,2007,Andrew Bynum,C,19,LAL,82,0.593,0,0.561
18302,2007,Jose Calderon,PG,25,TOR,77,0.588,0.333,0.553
18303,2007,Marcus Camby,C,32,DEN,70,0.519,0,0.475
18304,2007,Brian Cardinal,PF,29,MEM,28,0.655,0.409,0.585
18305,2007,Rodney Carney,SF,22,PHI,67,0.514,0.347,0.491
18306,2007,Matt Carroll,SG,26,CHA,72,0.58,0.416,0.445
18307,2007,Anthony Carter,PG,31,DEN,2,0.375,0,0.5
18308,2007,Vince Carter,SG,30,NJN,82,0.559,0.357,0.491
18309,2007,Sam Cassell,PG,37,LAC,58,0.506,0.294,0.444
18310,2007,Kelvin Cato,C,32,NYK,18,0.403,,0.318
18311,2007,Tyson Chandler,C,24,NOK,73,0.62,0,0.625
18312,2007,Josh Childress,SG,23,ATL,55,0.586,0.338,0.533
18313,2007,Doug Christie,SG,36,LAC,7,0.355,0.167,0.364
18314,2007,Speedy Claxton,PG,28,ATL,42,0.363,0.214,0.34
18315,2007,Jarron Collins,C,28,UTA,82,0.494,,0.441
18316,2007,Jason Collins,PF,28,NJN,80,0.408,0,0.369
18317,2007,Mardy Collins,SF,22,NYK,52,0.445,0.277,0.409
18318,2007,Nick Collison,C,26,SEA,82,0.546,0,0.502
18319,2007,Will Conroy,PG-SG,24,TOT,7,0,,0
18320,2007,Will Conroy,SG,24,MEM,3,,,
18321,2007,Will Conroy,PG,24,LAC,4,0,,0
18322,2007,Brian Cook,PF,26,LAL,65,0.525,0.4,0.474
18323,2007,Jamal Crawford,SG,26,NYK,59,0.517,0.32,0.445
18324,2007,Austin Croshere,PF,31,DAL,61,0.463,0.286,0.397
18325,2007,Eddy Curry,C,24,NYK,81,0.603,1,0.575
18326,2007,Samuel Dalembert,C,25,PHI,82,0.581,0,0.543
18327,2007,Erick Dampier,C,31,DAL,76,0.642,,0.626
18328,2007,Antonio Daniels,SG,31,WAS,80,0.572,0.302,0.469
18329,2007,Marquis Daniels,SG,26,IND,45,0.506,0.231,0.482
18330,2007,Baron Davis,PG,27,GSW,63,0.53,0.304,0.489
18331,2007,Dale Davis,C,37,DET,46,0.486,,0.446
18332,2007,Paul Davis,C,22,LAC,31,0.452,,0.423
18333,2007,Ricky Davis,SF,27,MIN,81,0.566,0.397,0.492
18334,2007,Carlos Delfino,SG,24,DET,82,0.515,0.333,0.462
18335,2007,Luol Deng,SF,21,CHI,82,0.56,0.143,0.519
18336,2007,Boris Diaw,PF,24,PHO,73,0.57,0.333,0.555
18337,2007,Yakhouba Diawara,SG,24,DEN,64,0.45,0.288,0.418
18338,2007,Dan Dickau,PG,28,POR,50,0.476,0.262,0.422
18339,2007,Travis Diener,PG,24,ORL,26,0.566,0.36,0.533
18340,2007,Ike Diogu,PF,23,TOT,59,0.559,,0.477
18341,2007,Ike Diogu,PF,23,GSW,17,0.601,,0.53
18342,2007,Ike Diogu,PF,23,IND,42,0.539,,0.454
18343,2007,DeSagana Diop,C,25,DAL,81,0.503,0,0.473
18344,2007,Juan Dixon,SG,28,TOT,81,0.516,0.35,0.461
18345,2007,Juan Dixon,SG,28,POR,55,0.515,0.364,0.455
18346,2007,Juan Dixon,SG,28,TOR,26,0.517,0.325,0.472
18347,2007,Michael Doleac,C,29,MIA,56,0.518,0,0.471
18348,2007,Keyon Dooling,SG,26,ORL,66,0.501,0.323,0.434
18349,2007,Quincy Douby,PG,22,SAC,42,0.449,0.24,0.474
18350,2007,Chris Duhon,PG,24,CHI,78,0.529,0.359,0.458
18351,2007,Tim Duncan,C,30,SAS,80,0.579,0.111,0.55
18352,2007,Mike Dunleavy,SG-PF,26,TOT,82,0.542,0.313,0.502
18353,2007,Mike Dunleavy,PF,26,GSW,39,0.538,0.346,0.489
18354,2007,Mike Dunleavy,SG,26,IND,43,0.544,0.283,0.511
18355,2007,Ronald Dupree,SF,26,DET,19,0.358,,0.355
18356,2007,Monta Ellis,SG,21,GSW,77,0.545,0.273,0.509
18357,2007,Francisco Elson,C,30,SAS,70,0.552,0,0.514
18358,2007,Melvin Ely,PF-C,28,TOT,30,0.442,,0.363
18359,2007,Melvin Ely,PF,28,CHA,24,0.464,,0.383
18360,2007,Melvin Ely,C,28,SAS,6,0.376,,0.3
18361,2007,Maurice Evans,SG,28,LAL,76,0.523,0.361,0.455
18362,2007,Reggie Evans,PF,26,DEN,66,0.55,,0.544
18363,2007,Daniel Ewing,PG,23,LAC,61,0.495,0.318,0.436
18364,2007,Jordan Farmar,PG,20,LAL,72,0.515,0.328,0.503
18365,2007,Desmon Farmer,SG,25,SEA,8,0.421,0.25,0.429
18366,2007,Raymond Felton,PG,22,CHA,78,0.481,0.33,0.407
18367,2007,Michael Finley,SF,33,SAS,82,0.524,0.364,0.448
18368,2007,Derek Fisher,SG,32,UTA,82,0.51,0.308,0.405
18369,2007,T.J. Ford,PG,23,TOR,75,0.508,0.304,0.447
18370,2007,Danny Fortson,C,30,SEA,14,0.56,0,0.517
18371,2007,Jeff Foster,C,30,IND,75,0.513,0,0.471
18372,2007,Randy Foye,PG,23,MIN,82,0.536,0.368,0.458
18373,2007,Adonal Foyle,C,31,GSW,48,0.557,,0.565
18374,2007,Steve Francis,SG,29,NYK,44,0.57,0.378,0.422
18375,2007,Matt Freije,PF,25,ATL,19,0.353,0.136,0.406
18376,2007,Channing Frye,PF,23,NYK,72,0.464,0.167,0.44
18377,2007,Dan Gadzuric,C,28,MIL,54,0.482,0,0.476
18378,2007,Jorge Garbajosa,PF,29,TOR,67,0.503,0.342,0.464
18379,2007,Francisco Garcia,SF,25,SAC,79,0.551,0.356,0.476
18380,2007,Kevin Garnett,PF,30,MIN,76,0.546,0.214,0.487
18381,2007,Pat Garrity,PF,30,ORL,33,0.456,0.344,0.289
18382,2007,Pau Gasol,C,26,MEM,59,0.593,0.273,0.542
18383,2007,Rudy Gay,SF,20,MEM,78,0.497,0.364,0.436
18384,2007,Mickael Gelabale,SF,23,SEA,70,0.535,0.234,0.512
18385,2007,Devean George,SF,29,DAL,60,0.487,0.353,0.423
18386,2007,Daniel Gibson,PG,20,CLE,60,0.556,0.419,0.43
18387,2007,Manu Ginobili,SG,29,SAS,75,0.609,0.396,0.505
18388,2007,Gordan Giricek,SG,29,UTA,61,0.566,0.426,0.479
18389,2007,Andreas Glyniadakis,C,25,SEA,13,0.475,,0.471
18390,2007,Ryan Gomes,PF,24,BOS,73,0.534,0.381,0.473
18391,2007,Drew Gooden,PF,25,CLE,80,0.508,0.167,0.476
18392,2007,Ben Gordon,SG,23,CHI,82,0.572,0.413,0.471
18393,2007,Joey Graham,SF,24,TOR,79,0.564,0.29,0.513
18394,2007,Stephen Graham,SG,24,POR,14,0.512,0.273,0.483
18395,2007,Danny Granger,SF,23,IND,82,0.573,0.382,0.497
18396,2007,Gerald Green,SF,21,BOS,81,0.521,0.368,0.447
18397,2007,Willie Green,SG,25,PHI,74,0.458,0.325,0.43
18398,2007,Orien Greene,SG,24,IND,41,0.432,0.182,0.412
18399,2007,Lynn Greer,SG,27,MIL,41,0.538,0.346,0.483
18400,2007,Adrian Griffin,SF,32,CHI,54,0.499,0,0.496
18401,2007,Eddie Griffin,PF,24,MIN,13,0.308,0,0.269
18402,2007,Mike Hall,SF,22,WAS,2,0.25,,0.25
18403,2007,Richard Hamilton,SG,28,DET,75,0.551,0.341,0.483
18404,2007,Matt Harpring,SF,30,UTA,77,0.564,0.333,0.501
18405,2007,Al Harrington,PF,26,TOT,78,0.54,0.433,0.466
18406,2007,Al Harrington,PF,26,IND,36,0.538,0.458,0.458
18407,2007,Al Harrington,PF,26,GSW,42,0.542,0.417,0.473
18408,2007,Junior Harrington,PG,26,MEM,29,0.483,0.269,0.45
18409,2007,Othella Harrington,PF,33,CHA,26,0.51,,0.446
18410,2007,Devin Harris,PG,23,DAL,80,0.574,0.28,0.512
18411,2007,David Harrison,C,24,IND,24,0.525,,0.517
18412,2007,Jason Hart,PG,28,TOT,36,0.509,0.241,0.477
18413,2007,Jason Hart,PG,28,SAC,13,0.617,0.5,0.5
18414,2007,Jason Hart,PG,28,LAC,23,0.491,0.174,0.474
18415,2007,Udonis Haslem,PF,26,MIA,79,0.523,0,0.495
18416,2007,Trenton Hassell,SG,27,MIN,76,0.529,0.24,0.505
18417,2007,Chuck Hayes,PF,23,HOU,78,0.587,,0.573
18418,2007,Jarvis Hayes,SF,25,WAS,81,0.502,0.361,0.435
18419,2007,Brendan Haywood,C,27,WAS,77,0.571,,0.558
18420,2007,Luther Head,SG,24,HOU,80,0.584,0.441,0.431
18421,2007,Alan Henderson,PF,34,PHI,38,0.679,,0.642
18422,2007,Walter Herrmann,PF,27,CHA,48,0.625,0.461,0.563
18423,2007,Nene Hilario,C,24,DEN,64,0.611,0,0.571
18424,2007,Grant Hill,SG,34,ORL,65,0.582,0.167,0.525
18425,2007,Kirk Hinrich,PG,26,CHI,80,0.559,0.415,0.463
18426,2007,Robert Hite,SG,23,MIA,12,0.391,0.217,0.378
18427,2007,Julius Hodge,SG,23,TOT,9,0.545,,0.5
18428,2007,Julius Hodge,SG,23,DEN,4,0.51,,0.4
18429,2007,Julius Hodge,SG,23,MIL,5,0.571,,0.571
18430,2007,Ryan Hollins,C,22,CHA,27,0.597,,0.556
18431,2007,Robert Horry,PF,36,SAS,68,0.48,0.336,0.392
18432,2007,Eddie House,SG,28,NJN,56,0.536,0.429,0.427
