Year,Player,Age,Tm,G
18286,2007,Elton Brand,27,LAC,80
18287,2007,Ronnie Brewer,21,UTA,56
18288,2007,Primoz Brezec,27,CHA,58
18289,2007,Andre Brown,25,SEA,38
18290,2007,Dee Brown,22,UTA,49
18291,2007,Devin Brown,28,NOK,58
18292,2007,Kwame Brown,24,LAL,41
18293,2007,P.J. Brown,37,CHI,72
18294,2007,Shannon Brown,21,CLE,23
18295,2007,Kobe Bryant,28,LAL,77
18296,2007,Greg Buckner,30,DAL,76
18297,2007,Pat Burke,33,PHO,23
18298,2007,Caron Butler,26,WAS,63
18299,2007,Jackie Butler,21,SAS,11
18300,2007,Rasual Butler,27,NOK,81
18301,2007,Andrew Bynum,19,LAL,82
18302,2007,Jose Calderon,25,TOR,77
18303,2007,Marcus Camby,32,DEN,70
18304,2007,Brian Cardinal,29,MEM,28
18305,2007,Rodney Carney,22,PHI,67
18306,2007,Matt Carroll,26,CHA,72
18307,2007,Anthony Carter,31,DEN,2
18308,2007,Vince Carter,30,NJN,82
18309,2007,Sam Cassell,37,LAC,58
18310,2007,Kelvin Cato,32,NYK,18
18311,2007,Tyson Chandler,24,NOK,73
18312,2007,Josh Childress,23,ATL,55
18313,2007,Doug Christie,36,LAC,7
18314,2007,Speedy Claxton,28,ATL,42
18315,2007,Jarron Collins,28,UTA,82
18316,2007,Jason Collins,28,NJN,80
18317,2007,Mardy Collins,22,NYK,52
18318,2007,Nick Collison,26,SEA,82
18319,2007,Will Conroy,24,TOT,7
18320,2007,Will Conroy,24,MEM,3
18321,2007,Will Conroy,24,LAC,4
18322,2007,Brian Cook,26,LAL,65
18323,2007,Jamal Crawford,26,NYK,59
18324,2007,Austin Croshere,31,DAL,61
18325,2007,Eddy Curry,24,NYK,81
18326,2007,Samuel Dalembert,25,PHI,82
18327,2007,Erick Dampier,31,DAL,76
18328,2007,Antonio Daniels,31,WAS,80
18329,2007,Marquis Daniels,26,IND,45
18330,2007,Baron Davis,27,GSW,63
18331,2007,Dale Davis,37,DET,46
18332,2007,Paul Davis,22,LAC,31
18333,2007,Ricky Davis,27,MIN,81
18334,2007,Carlos Delfino,24,DET,82
18335,2007,Luol Deng,21,CHI,82
18336,2007,Boris Diaw,24,PHO,73
18337,2007,Yakhouba Diawara,24,DEN,64
18338,2007,Dan Dickau,28,POR,50
18339,2007,Travis Diener,24,ORL,26
18340,2007,Ike Diogu,23,TOT,59
18341,2007,Ike Diogu,23,GSW,17
18342,2007,Ike Diogu,23,IND,42
18343,2007,DeSagana Diop,25,DAL,81
18344,2007,Juan Dixon,28,TOT,81
18345,2007,Juan Dixon,28,POR,55
18346,2007,Juan Dixon,28,TOR,26
18347,2007,Michael Doleac,29,MIA,56
18348,2007,Keyon Dooling,26,ORL,66
18349,2007,Quincy Douby,22,SAC,42
18350,2007,Chris Duhon,24,CHI,78
18351,2007,Tim Duncan,30,SAS,80
18352,2007,Mike Dunleavy,26,TOT,82
18353,2007,Mike Dunleavy,26,GSW,39
18354,2007,Mike Dunleavy,26,IND,43
18355,2007,Ronald Dupree,26,DET,19
18356,2007,Monta Ellis,21,GSW,77
18357,2007,Francisco Elson,30,SAS,70
18358,2007,Melvin Ely,28,TOT,30
18359,2007,Melvin Ely,28,CHA,24
18360,2007,Melvin Ely,28,SAS,6
18361,2007,Maurice Evans,28,LAL,76
18362,2007,Reggie Evans,26,DEN,66
18363,2007,Daniel Ewing,23,LAC,61
18364,2007,Jordan Farmar,20,LAL,72
18365,2007,Desmon Farmer,25,SEA,8
18366,2007,Raymond Felton,22,CHA,78
18367,2007,Michael Finley,33,SAS,82
18368,2007,Derek Fisher,32,UTA,82
18369,2007,T.J. Ford,23,TOR,75
18370,2007,Danny Fortson,30,SEA,14
18371,2007,Jeff Foster,30,IND,75
18372,2007,Randy Foye,23,MIN,82
18373,2007,Adonal Foyle,31,GSW,48
18374,2007,Steve Francis,29,NYK,44
18375,2007,Matt Freije,25,ATL,19
18376,2007,Channing Frye,23,NYK,72
18377,2007,Dan Gadzuric,28,MIL,54
18378,2007,Jorge Garbajosa,29,TOR,67
18379,2007,Francisco Garcia,25,SAC,79
18380,2007,Kevin Garnett,30,MIN,76
18381,2007,Pat Garrity,30,ORL,33
18382,2007,Pau Gasol,26,MEM,59
18383,2007,Rudy Gay,20,MEM,78
18384,2007,Mickael Gelabale,23,SEA,70
18385,2007,Devean George,29,DAL,60
18386,2007,Daniel Gibson,20,CLE,60
18387,2007,Manu Ginobili,29,SAS,75
18388,2007,Gordan Giricek,29,UTA,61
18389,2007,Andreas Glyniadakis,25,SEA,13
18390,2007,Ryan Gomes,24,BOS,73
18391,2007,Drew Gooden,25,CLE,80
18392,2007,Ben Gordon,23,CHI,82
18393,2007,Joey Graham,24,TOR,79
18394,2007,Stephen Graham,24,POR,14
18395,2007,Danny Granger,23,IND,82
18396,2007,Gerald Green,21,BOS,81
18397,2007,Willie Green,25,PHI,74
18398,2007,Orien Greene,24,IND,41
18399,2007,Lynn Greer,27,MIL,41
18400,2007,Adrian Griffin,32,CHI,54
18401,2007,Eddie Griffin,24,MIN,13
18402,2007,Mike Hall,22,WAS,2
18403,2007,Richard Hamilton,28,DET,75
18404,2007,Matt Harpring,30,UTA,77
18405,2007,Al Harrington,26,TOT,78
18406,2007,Al Harrington,26,IND,36
18407,2007,Al Harrington,26,GSW,42
18408,2007,Junior Harrington,26,MEM,29
18409,2007,Othella Harrington,33,CHA,26
18410,2007,Devin Harris,23,DAL,80
18411,2007,David Harrison,24,IND,24
18412,2007,Jason Hart,28,TOT,36
18413,2007,Jason Hart,28,SAC,13
18414,2007,Jason Hart,28,LAC,23
18415,2007,Udonis Haslem,26,MIA,79
18416,2007,Trenton Hassell,27,MIN,76
18417,2007,Chuck Hayes,23,HOU,78
18418,2007,Jarvis Hayes,25,WAS,81
18419,2007,Brendan Haywood,27,WAS,77
18420,2007,Luther Head,24,HOU,80
18421,2007,Alan Henderson,34,PHI,38
18422,2007,Walter Herrmann,27,CHA,48
18423,2007,Nene Hilario,24,DEN,64
18424,2007,Grant Hill,34,ORL,65
18425,2007,Kirk Hinrich,26,CHI,80
18426,2007,Robert Hite,23,MIA,12
18427,2007,Julius Hodge,23,TOT,9
18428,2007,Julius Hodge,23,DEN,4
18429,2007,Julius Hodge,23,MIL,5
18430,2007,Ryan Hollins,22,CHA,27
18431,2007,Robert Horry,36,SAS,68
18432,2007,Eddie House,28,NJN,56
18433,2007,Dwight Howard,21,ORL,82
18434,2007,Josh Howard,26,DAL,70
18435,2007,Juwan Howard,33,HOU,80
18436,2007,Troy Hudson,30,MIN,34
18437,2007,Larry Hughes,28,CLE,70
18438,2007,Kris Humphries,21,TOR,60
18439,2007,Lindsey Hunter,36,DET,52
18440,2007,Steven Hunter,25,PHI,70
18441,2007,Andre Iguodala,23,PHI,76
18442,2007,Zydrunas Ilgauskas,31,CLE,78
18443,2007,Mile Ilic,22,NJN,5
18444,2007,Didier Ilunga-Mbenga,26,DAL,21
18445,2007,Ersan Ilyasova,19,MIL,66
18446,2007,Allen Iverson*,31,TOT,65
18447,2007,Allen Iverson*,31,PHI,15
18448,2007,Allen Iverson*,31,DEN,50
18449,2007,Royal Ivey,25,ATL,53
18450,2007,Jarrett Jack,23,POR,79
18451,2007,Bobby Jackson,33,NOK,56
18452,2007,Luke Jackson,25,TOT,13
18453,2007,Luke Jackson,25,LAC,3
18454,2007,Luke Jackson,25,TOR,10
18455,2007,Marc Jackson,32,NOK,56
18456,2007,Stephen Jackson,28,TOT,75
18457,2007,Stephen Jackson,28,IND,37
18458,2007,Stephen Jackson,28,GSW,38
18459,2007,Jerome James,31,NYK,41
18460,2007,LeBron James,22,CLE,78
18461,2007,Mike James,31,MIN,82
18462,2007,Antawn Jamison,30,WAS,70
18463,2007,Marko Jaric,28,MIN,70
18464,2007,Sarunas Jasikevicius,30,TOT,63
18465,2007,Sarunas Jasikevicius,30,IND,37
18466,2007,Sarunas Jasikevicius,30,GSW,26
18467,2007,Al Jefferson,22,BOS,69
18468,2007,Richard Jefferson,26,NJN,55
18469,2007,Jared Jeffries,25,NYK,55
18470,2007,Alexander Johnson,23,MEM,59
18471,2007,Amir Johnson,19,DET,8
18472,2007,Anthony Johnson,32,TOT,67
18473,2007,Anthony Johnson,32,DAL,40
18474,2007,Anthony Johnson,32,ATL,27
18475,2007,DerMarr Johnson,26,DEN,39
18476,2007,Joe Johnson,25,ATL,57
18477,2007,Linton Johnson,26,NOK,54
18478,2007,Bobby Jones,23,PHI,44
18479,2007,Dahntay Jones,26,MEM,78
18480,2007,Damon Jones,30,CLE,60
18481,2007,Dwayne Jones,23,CLE,4
18482,2007,Eddie Jones,35,TOT,64
18483,2007,Eddie Jones,35,MEM,29
18484,2007,Eddie Jones,35,MIA,35
18485,2007,Fred Jones,27,TOT,63
18486,2007,Fred Jones,27,TOR,39
18487,2007,Fred Jones,27,POR,24
18488,2007,James Jones,26,PHO,76
18489,2007,Jumaine Jones,27,PHO,18
18490,2007,Solomon Jones,22,ATL,58
18491,2007,Chris Kaman,24,LAC,75
18492,2007,Jason Kapono,25,MIA,67
18493,2007,Viktor Khryapa,24,CHI,33
18494,2007,Jason Kidd,33,NJN,80
18495,2007,Tarence Kinsey,22,MEM,48
18496,2007,Andrei Kirilenko,25,UTA,70
18497,2007,Linas Kleiza,22,DEN,79
18498,2007,Brevin Knight,31,CHA,45
18499,2007,Yaroslav Korolev,19,LAC,10
18500,2007,Kyle Korver,25,PHI,74
18501,2007,Nenad Krstic,23,NJN,26
18502,2007,Raef LaFrentz,30,POR,27
18503,2007,James Lang,23,WAS,11
18504,2007,David Lee,23,NYK,58
18505,2007,Rashard Lewis,27,SEA,60
18506,2007,Randy Livingston,31,SEA,4
18507,2007,Shaun Livingston,21,LAC,54
18508,2007,Kyle Lowry,20,MEM,10
18509,2007,John Lucas,24,HOU,47
18510,2007,Tyronn Lue,29,ATL,56
18511,2007,Mark Madsen,31,MIN,56
18512,2007,Corey Maggette,27,LAC,75
18513,2007,Jamaal Magloire,28,POR,81
18514,2007,Renaldo Major,24,GSW,1
18515,2007,Stephon Marbury,29,NYK,74
18516,2007,Shawn Marion,28,PHO,80
18517,2007,Damir Markota,21,MIL,30
18518,2007,Sean Marks,31,PHO,3
18519,2007,Donyell Marshall,33,CLE,81
18520,2007,Rawle Marshall,24,IND,40
18521,2007,Darrick Martin,35,TOR,31
18522,2007,Kenyon Martin,29,DEN,2
18523,2007,Kevin Martin,23,SAC,80
18524,2007,Desmond Mason,29,NOK,75
18525,2007,Roger Mason,26,WAS,62
18526,2007,Jason Maxiell,23,DET,67
18527,2007,Sean May,22,CHA,35
18528,2007,Rashad McCants,22,MIN,37
18529,2007,Chris McCray,22,MIL,5
18530,2007,Antonio McDyess,32,DET,82
18531,2007,Ivan McFarlin,24,PHI,11
18532,2007,Tracy McGrady,27,HOU,71
18533,2007,Jeff McInnis,32,CHA,38
18534,2007,Aaron McKie,34,LAL,10
18535,2007,Keith McLeod,27,TOT,48
18536,2007,Keith McLeod,27,GSW,26
18537,2007,Keith McLeod,27,IND,22
18538,2007,Stanislav Medvedenko,27,ATL,14
18539,2007,Pops Mensah-Bonsu,23,DAL,12
18540,2007,C.J. Miles,19,UTA,37
18541,2007,Darko Milicic,21,ORL,80
18542,2007,Andre Miller,30,TOT,80
18543,2007,Andre Miller,30,DEN,23
18544,2007,Andre Miller,30,PHI,57
18545,2007,Brad Miller,30,SAC,63
18546,2007,Mike Miller,26,MEM,70
18547,2007,Paul Millsap,21,UTA,82
18548,2007,Yao Ming*,26,HOU,48
18549,2007,Cuttino Mobley,31,LAC,78
18550,2007,Nazr Mohammed,29,DET,51
18551,2007,Mikki Moore,31,NJN,79
18552,2007,Randolph Morris,21,NYK,5
18553,2007,Adam Morrison,22,CHA,78
18554,2007,Alonzo Mourning*,36,MIA,77
18555,2007,Troy Murphy,26,TOT,68
18556,2007,Troy Murphy,26,GSW,26
18557,2007,Troy Murphy,26,IND,42
18558,2007,Ronald Murray,27,DET,69
18559,2007,Dikembe Mutombo*,40,HOU,75
18560,2007,Bostjan Nachbar,26,NJN,76
18561,2007,Eduardo Najera,30,DEN,75
18562,2007,Steve Nash,32,PHO,76
18563,2007,Jameer Nelson,24,ORL,77
18564,2007,Rasho Nesterovic,30,TOR,80
18565,2007,Ira Newble,32,CLE,15
18566,2007,Andres Nocioni,27,CHI,53
18567,2007,David Noel,22,MIL,68
18568,2007,Steve Novak,23,HOU,35
18569,2007,Dirk Nowitzki,28,DAL,78
18570,2007,Patrick O'Bryant,20,GSW,16
18571,2007,Jermaine O'Neal,28,IND,69
18572,2007,Shaquille O'Neal*,34,MIA,40
18573,2007,Fabricio Oberto,31,SAS,79
18574,2007,Lamar Odom,27,LAL,56
18575,2007,Emeka Okafor,24,CHA,67
18576,2007,Mehmet Okur,27,UTA,80
18577,2007,Kevin Ollie,34,PHI,53
18578,2007,Michael Olowokandi,31,BOS,24
18579,2007,Bo Outlaw,35,ORL,41
18580,2007,Travis Outlaw,22,POR,67
18581,2007,Zaza Pachulia,22,ATL,72
18582,2007,Scott Padgett,30,TOT,31
18583,2007,Scott Padgett,30,HOU,24
18584,2007,Scott Padgett,30,MEM,7
18585,2007,Jannero Pargo,27,NOK,82
18586,2007,Anthony Parker,31,TOR,73
18587,2007,Smush Parker,25,LAL,82
18588,2007,Tony Parker,24,SAS,77
18589,2007,Ruben Patterson,31,MIL,81
18590,2007,Chris Paul,21,NOK,64
18591,2007,Sasha Pavlovic,23,CLE,67
18592,2007,Gary Payton*,38,MIA,68
18593,2007,Kendrick Perkins,22,BOS,72
18594,2007,Morris Peterson,29,TOR,71
18595,2007,Johan Petro,21,SEA,81
18596,2007,Eric Piatkowski,36,PHO,11
18597,2007,Paul Pierce,29,BOS,47
18598,2007,Mickael Pietrus,24,GSW,72
18599,2007,Kevinn Pinkney,23,BOS,6
18600,2007,Scot Pollard,31,CLE,24
18601,2007,James Posey,30,MIA,71
18602,2007,Vitaly Potapenko,31,SAC,3
18603,2007,Leon Powe,23,BOS,63
18604,2007,Josh Powell,24,TOT,37
18605,2007,Josh Powell,24,IND,7
18606,2007,Josh Powell,24,GSW,30
18607,2007,Roger Powell,24,UTA,3
18608,2007,Ronnie Price,23,SAC,58
18609,2007,Tayshaun Prince,26,DET,82
18610,2007,Joel Przybilla,27,POR,43
18611,2007,Chris Quinn,23,MIA,42
18612,2007,Vladimir Radmanovic,26,LAL,55
18613,2007,Shavlik Randolph,23,PHI,13
18614,2007,Zach Randolph,25,POR,68
18615,2007,Theo Ratliff,33,BOS,2
18616,2007,Allan Ray,22,BOS,47
18617,2007,Michael Redd,27,MIL,53
18618,2007,J.J. Redick,22,ORL,42
18619,2007,Justin Reed,25,MIN,41
18620,2007,Jared Reiner,24,MIL,27
18621,2007,Jason Richardson,26,GSW,51
18622,2007,Jeremy Richardson,22,TOT,6
18623,2007,Jeremy Richardson,22,ATL,5
18624,2007,Jeremy Richardson,22,POR,1
18625,2007,Quentin Richardson,26,NYK,49
18626,2007,Luke Ridnour,25,SEA,71
18627,2007,Anthony Roberson,23,GSW,20
18628,2007,Lawrence Roberts,24,MEM,54
18629,2007,Bernard Robinson,26,TOT,31
18630,2007,Bernard Robinson,26,CHA,21
18631,2007,Bernard Robinson,26,NJN,10
18632,2007,Clifford Robinson,40,NJN,50
18633,2007,Nate Robinson,22,NYK,64
18634,2007,Sergio Rodriguez,20,POR,67
18635,2007,Rajon Rondo,20,BOS,78
18636,2007,Jalen Rose,34,PHO,29
18637,2007,Malik Rose,32,NYK,65
18638,2007,Quinton Ross,25,LAC,81
18639,2007,Brandon Roy,22,POR,57
18640,2007,Michael Ruffin,30,WAS,30
18641,2007,John Salmons,27,SAC,79
18642,2007,Jamal Sampson,23,DEN,22
18643,2007,Brian Scalabrine,28,BOS,54
18644,2007,Luke Schenscher,24,POR,11
18645,2007,Thabo Sefolosha,22,CHI,71
18646,2007,Mouhamed Sene,20,SEA,28
18647,2007,Wayne Simien,23,MIA,8
18648,2007,Cedric Simmons,21,NOK,43
18649,2007,James Singleton,25,LAC,53
18650,2007,Brian Skinner,30,MIL,67
18651,2007,Uros Slokar,23,TOR,20
18652,2007,Craig Smith,23,MIN,82
18653,2007,J.R. Smith,21,DEN,63
18654,2007,Joe Smith,31,TOT,65
18655,2007,Joe Smith,31,DEN,11
18656,2007,Joe Smith,31,PHI,54
18657,2007,Josh Smith,21,ATL,72
18658,2007,Steven Smith,23,PHI,8
18659,2007,Eric Snow,33,CLE,82
18660,2007,Kirk Snyder,23,HOU,39
18661,2007,Darius Songaila,28,WAS,37
18662,2007,Pape Sow,25,TOR,7
18663,2007,Vassilis Spanoulis,24,HOU,31
18664,2007,Jerry Stackhouse,32,DAL,67
18665,2007,DeShawn Stevenson,25,WAS,82
18666,2007,Peja Stojakovic,29,NOK,13
18667,2007,Damon Stoudamire,33,MEM,62
18668,2007,Salim Stoudamire,24,ATL,61
18669,2007,Amar'e Stoudemire,24,PHO,82
18670,2007,Mike Sweetney,24,CHI,48
18671,2007,Stromile Swift,27,MEM,54
18672,2007,Wally Szczerbiak,29,BOS,32
18673,2007,Donell Taylor,24,WAS,47
18674,2007,Maurice Taylor,30,SAC,12
18675,2007,Sebastian Telfair,21,BOS,78
18676,2007,Jason Terry,29,DAL,81
18677,2007,Etan Thomas,28,WAS,65
18678,2007,Kenny Thomas,29,SAC,62
18679,2007,Kurt Thomas,34,PHO,67
18680,2007,Tim Thomas,29,LAC,76
18681,2007,Tyrus Thomas,20,CHI,72
18682,2007,Dijon Thompson,23,ATL,6
18683,2007,Jamaal Tinsley,28,IND,72
18684,2007,Jake Tsakalidis,27,TOT,36
18685,2007,Jake Tsakalidis,27,MEM,23
18686,2007,Jake Tsakalidis,27,HOU,13
18687,2007,P.J. Tucker,21,TOR,17
18688,2007,Ronny Turiaf,24,LAL,72
18689,2007,Hedo Turkoglu,27,ORL,73
18690,2007,Ime Udoka,29,POR,75
18691,2007,Beno Udrih,24,SAS,73
18692,2007,Anderson Varejao,24,CLE,81
18693,2007,Jacque Vaughn,31,SAS,64
18694,2007,Charlie Villanueva,22,MIL,39
18695,2007,Marcus Vinicius,22,NOK,13
18696,2007,Jake Voskuhl,29,CHA,73
18697,2007,Sasha Vujacic,22,LAL,73
18698,2007,Dwyane Wade,25,MIA,51
18699,2007,Von Wafer,21,LAC,1
18700,2007,Dajuan Wagner,23,GSW,1
18701,2007,Antoine Walker,30,MIA,78
18702,2007,Ben Wallace,32,CHI,77
18703,2007,Gerald Wallace,24,CHA,72
18704,2007,Rasheed Wallace,32,DET,75
18705,2007,Luke Walton,26,LAL,60
18706,2007,Hakim Warrick,24,MEM,82
18707,2007,Earl Watson,27,SEA,77
18708,2007,Chris Webber,33,TOT,61
18709,2007,Chris Webber,33,PHI,18
18710,2007,Chris Webber,33,DET,43
18711,2007,Martell Webster,20,POR,82
18712,2007,Bonzi Wells,30,HOU,28
18713,2007,David Wesley,36,CLE,35
18714,2007,David West,26,NOK,52
18715,2007,Delonte West,23,BOS,69
18716,2007,James White,24,SAS,6
18717,2007,Chris Wilcox,24,SEA,82
18718,2007,Damien Wilkins,27,SEA,82
18719,2007,Mike Wilks,27,SEA,47
18720,2007,Aaron Williams,35,LAC,38
18721,2007,Alvin Williams,32,LAC,2
18722,2007,Deron Williams,22,UTA,80
18723,2007,Eric Williams,34,TOT,21
18724,2007,Eric Williams,34,SAS,16
18725,2007,Eric Williams,34,CHA,5
18726,2007,Jason Williams,31,MIA,61
18727,2007,Justin Williams,22,SAC,26
18728,2007,Lou Williams,20,PHI,61
18729,2007,Marcus Williams,21,NJN,79
18730,2007,Marvin Williams,20,ATL,64
18731,2007,Mo Williams,24,MIL,68
18732,2007,Shammond Williams,31,LAL,30
18733,2007,Shawne Williams,20,IND,46
18734,2007,Shelden Williams,23,ATL,81
18735,2007,Corliss Williamson,33,SAC,68
18736,2007,Kevin Willis,44,DAL,5
18737,2007,Metta World,27,SAC,70
18738,2007,Antoine Wright,22,NJN,63
18739,2007,Bracey Wright,22,MIN,19
18740,2007,Dorell Wright,21,MIA,66
18741,2007,Lorenzen Wright,31,ATL,67
18742,,,,,
18743,2008,Shareef Abdur-Rahim,31,SAC,6
18744,2008,Arron Afflalo,22,DET,75
18745,2008,Maurice Ager,23,TOT,26
18746,2008,Maurice Ager,23,DAL,12
18747,2008,Maurice Ager,23,NJN,14
18748,2008,Blake Ahearn,23,MIA,12
18749,2008,LaMarcus Aldridge,22,POR,76
18750,2008,Malik Allen,29,TOT,73
18751,2008,Malik Allen,29,NJN,48
18752,2008,Malik Allen,29,DAL,25
18753,2008,Ray Allen,32,BOS,73
18754,2008,Tony Allen,26,BOS,75
18755,2008,Lance Allred,26,CLE,3
18756,2008,Morris Almond,22,UTA,9
18757,2008,Rafer Alston,31,HOU,74
18758,2008,Lou Amundson,25,PHI,16
18759,2008,Chris Andersen,29,NOH,5
18760,2008,Derek Anderson,33,CHA,28
18761,2008,Carmelo Anthony,23,DEN,77
18762,2008,Joel Anthony,25,MIA,24
18763,2008,Gilbert Arenas,26,WAS,13
18764,2008,Trevor Ariza,22,TOT,35
18765,2008,Trevor Ariza,22,ORL,11
18766,2008,Trevor Ariza,22,LAL,24
18767,2008,Darrell Armstrong,39,NJN,50
18768,2008,Hilton Armstrong,23,NOH,65
18769,2008,Carlos Arroyo,28,ORL,62
18770,2008,Chucky Atkins,33,DEN,24
18771,2008,James Augustine,23,ORL,25
18772,2008,Kelenna Azubuike,24,GSW,81
18773,2008,Renaldo Balkman,23,NYK,65
18774,2008,Marcus Banks,26,TOT,36
18775,2008,Marcus Banks,26,PHO,24
18776,2008,Marcus Banks,26,MIA,12
18777,2008,Leandro Barbosa,25,PHO,82
18778,2008,J.J. Barea,23,DAL,44
18779,2008,Andrea Bargnani,22,TOR,78
18780,2008,Matt Barnes,27,GSW,73
18781,2008,Andre Barrett,25,LAC,4
18782,2008,Earl Barron,26,MIA,46
18783,2008,Brent Barry,36,SAS,31
18784,2008,Brandon Bass,22,DAL,79
18785,2008,Maceo Baston,32,TOR,15
18786,2008,Shane Battier,29,HOU,80
18787,2008,Marco Belinelli,21,GSW,33
18788,2008,Charlie Bell,28,MIL,68
18789,2008,Raja Bell,31,PHO,75
18790,2008,Mike Bibby,29,TOT,48
18791,2008,Mike Bibby,29,SAC,15
18792,2008,Mike Bibby,29,ATL,33
18793,2008,Andris Biedrins,21,GSW,76
18794,2008,Chauncey Billups,31,DET,78
18795,2008,Steve Blake,27,POR,81
18796,2008,Andray Blatche,21,WAS,82
18797,2008,Mark Blount,32,MIA,69
18798,2008,Keith Bogans,27,ORL,82
18799,2008,Andrew Bogut,23,MIL,78
18800,2008,Matt Bonner,27,SAS,68
18801,2008,Josh Boone,23,NJN,70
18802,2008,Calvin Booth,31,PHI,31
18803,2008,Carlos Boozer,26,UTA,81
18804,2008,Chris Bosh,23,TOR,67
18805,2008,Bruce Bowen,36,SAS,81
18806,2008,Ryan Bowen,32,NOH,53
18807,2008,Earl Boykins,31,CHA,36
18808,2008,Elton Brand,28,LAC,8
18809,2008,Corey Brewer,21,MIN,79
18810,2008,Ronnie Brewer,22,UTA,76
18811,2008,Primoz Brezec,28,TOT,50
18812,2008,Primoz Brezec,28,CHA,20
18813,2008,Primoz Brezec,28,DET,17
18814,2008,Primoz Brezec,28,TOR,13
18815,2008,Aaron Brooks,23,HOU,51
18816,2008,Andre Brown,26,MEM,33
18817,2008,Devin Brown,29,CLE,78
18818,2008,Kwame Brown,25,TOT,38
18819,2008,Kwame Brown,25,LAL,23
18820,2008,Kwame Brown,25,MEM,15
18821,2008,P.J. Brown,38,BOS,18
18822,2008,Shannon Brown,22,TOT,21
18823,2008,Shannon Brown,22,CLE,15
18824,2008,Shannon Brown,22,CHI,6
18825,2008,Kobe Bryant,29,LAL,82
18826,2008,Greg Buckner,31,MIN,31
18827,2008,Caron Butler,27,WAS,58
18828,2008,Rasual Butler,28,NOH,51
18829,2008,Andrew Bynum,20,LAL,35
18830,2008,Jose Calderon,26,TOR,82
18831,2008,Marcus Camby,33,DEN,79
18832,2008,Brian Cardinal,30,MEM,37
18833,2008,Rodney Carney,23,PHI,70
18834,2008,Matt Carroll,27,CHA,80
18835,2008,Anthony Carter,32,DEN,70
18836,2008,Vince Carter,31,NJN,76
18837,2008,Sam Cassell,38,TOT,55
18838,2008,Sam Cassell,38,LAC,38
18839,2008,Sam Cassell,38,BOS,17
18840,2008,Tyson Chandler,25,NOH,79
18841,2008,Wilson Chandler,20,NYK,35
18842,2008,Josh Childress,24,ATL,76
18843,2008,Jarron Collins,29,UTA,70
18844,2008,Jason Collins,29,TOT,74
18845,2008,Jason Collins,29,NJN,43
18846,2008,Jason Collins,29,MEM,31
18847,2008,Mardy Collins,23,NYK,46
18848,2008,Nick Collison,27,SEA,78
18849,2008,Mike Conley,20,MEM,53
18850,2008,Brian Cook,27,TOT,51
18851,2008,Brian Cook,27,LAL,6
18852,2008,Brian Cook,27,ORL,45
18853,2008,Daequan Cook,20,MIA,59
18854,2008,Jamal Crawford,27,NYK,80
18855,2008,Javaris Crittenton,20,TOT,50
18856,2008,Javaris Crittenton,20,LAL,22
18857,2008,Javaris Crittenton,20,MEM,28
18858,2008,Austin Croshere,32,GSW,44
18859,2008,Eddy Curry,25,NYK,59
18860,2008,Samuel Dalembert,26,PHI,82
18861,2008,Erick Dampier,32,DAL,72
18862,2008,Antonio Daniels,32,WAS,71
18863,2008,Marquis Daniels,27,IND,74
18864,2008,Jermareo Davidson,23,CHA,38
18865,2008,Baron Davis,28,GSW,82
18866,2008,Glen Davis,22,BOS,69
18867,2008,Paul Davis,23,LAC,22
18868,2008,Ricky Davis,28,MIA,82
18869,2008,Carlos Delfino,25,TOR,82
18870,2008,Luol Deng,22,CHI,63
18871,2008,Boris Diaw,25,PHO,82
18872,2008,Yakhouba Diawara,25,DEN,54
18873,2008,Guillermo Diaz,22,LAC,6
18874,2008,Dan Dickau,29,LAC,67
18875,2008,Kaniel Dickens,29,CLE,5
18876,2008,Travis Diener,25,IND,66
18877,2008,Ike Diogu,24,IND,30
18878,2008,DeSagana Diop,26,TOT,79
18879,2008,DeSagana Diop,26,DAL,52
18880,2008,DeSagana Diop,26,NJN,27
18881,2008,Juan Dixon,29,TOT,53
18882,2008,Juan Dixon,29,TOR,36
18883,2008,Juan Dixon,29,DET,17
18884,2008,Michael Doleac,30,MIN,24
18885,2008,Keyon Dooling,27,ORL,72
18886,2008,Quincy Douby,23,SAC,74
18887,2008,Jared Dudley,22,CHA,73
18888,2008,Chris Duhon,25,CHI,66
18889,2008,Tim Duncan,31,SAS,78
18890,2008,Mike Dunleavy,27,IND,82
18891,2008,Ronald Dupree,27,TOT,5
18892,2008,Ronald Dupree,27,DET,1
18893,2008,Ronald Dupree,27,SEA,4
18894,2008,Kevin Durant,19,SEA,80
18895,2008,Monta Ellis,22,GSW,81
18896,2008,Francisco Elson,31,TOT,63
18897,2008,Francisco Elson,31,SAS,41
18898,2008,Francisco Elson,31,SEA,22
18899,2008,Melvin Ely,29,NOH,52
18900,2008,Maurice Evans,29,TOT,75
18901,2008,Maurice Evans,29,LAL,7
18902,2008,Maurice Evans,29,ORL,68
18903,2008,Reggie Evans,27,PHI,81
18904,2008,Jordan Farmar,21,LAL,82
18905,2008,Nick Fazekas,22,TOT,26
18906,2008,Nick Fazekas,22,DAL,4
18907,2008,Nick Fazekas,22,LAC,22
18908,2008,Raymond Felton,23,CHA,79
18909,2008,Kyrylo Fesenko,21,UTA,9
18910,2008,Michael Finley,34,SAS,82
18911,2008,Derek Fisher,33,LAL,82
18912,2008,T.J. Ford,24,TOR,51
18913,2008,Jeff Foster,31,IND,77
